cycle_number,PBT,PBT_std,CPMLP,CPMLP_std,CPTrans,CPTrans_std
1.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
2.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
3.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
4.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
5.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
6.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
7.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
8.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
9.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
10.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
11.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
12.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
13.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
14.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
15.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
16.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
17.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
18.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
19.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
20.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
21.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
22.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
23.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
24.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
25.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
26.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
27.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
28.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
29.0,0.36126134198676896,0.1586284357890991,0.38297455435409256,0.26850945173291574,0.3954571497976021,0.24838187610692092
